rfp_id,sku_id,rfp_name,sku_name,ground_truth_sku,category,is_ground_truth,top_ranked,final_score,structured_score,semantic_score,standards_score,baseline_score,shap_structured,shap_semantic,shap_standards,score_gap,dominant_feature,explanation_text,reason_object,best_match_label
RFP_0001,SKU_269,FRLS 1.1kV PVC Copper 4C 0.75sqmm Armoured Instrumentation Cable,FRLS 4C Instrumentation Cable (2.5sqmm 1.1kV),,partially matching,False,True,0.7098403175671895,0.6666666666666666,0.588356614112854,1.0,0.6691409972959177,-0.011808941058941036,-0.007491738669787118,0.06000000000000001,0.040699320271271766,Standards score,"The pair is a partial match because the SHAP contributions are mixed: some signals pull the score up while others hold it near the baseline. Baseline=0.669; Structured SHAP=-0.012, Semantic SHAP=-0.007, Standards SHAP=+0.060; Final=0.710.","{'rfp_id': 'RFP_0001', 'sku_id': 'SKU_269', 'category': 'partially matching', 'is_ground_truth': False, 'top_ranked': True, 'final_score': 0.7098403175671895, 'baseline_score': 0.6691409972959177, 'score_gap': 0.040699320271271766, 'structured_score': 0.6666666666666666, 'semantic_score': 0.588356614112854, 'standards_score': 1.0, 'shap_structured': -0.011808941058941036, 'shap_semantic': -0.007491738669787118, 'shap_standards': 0.06000000000000001, 'dominant_feature': 'Standards score', 'dominant_direction': 'positive', 'feature_contributions': {'Structured score': -0.011808941058941036, 'Semantic score': -0.007491738669787118, 'Standards score': 0.06000000000000001}, 'evidence': ['Exact field matches: voltage_rating, insulation_type, temperature_rating, fire_resistance, armouring', 'Exact field mismatches: conductor_material, sheath_type', 'Numeric agreements: core_count', 'Numeric disagreements: size_sqmm', 'Standards overlap: yes', 'SHAP attributes +0.060 to Standards score, relative to a baseline score of 0.669.', 'Structured=0.667, Semantic=0.588, Standards=1.000, Final=0.710.']}",partially matching
RFP_0002,SKU_277,1.1kV PVC Copper 8C 6sqmm Armoured Control Cable,4C Copper Control Cable (4sqmm 1.1kV),,partially matching,False,True,0.5930261115233104,0.8333333333333334,0.5878648161888123,0.0,0.6691409972959177,0.07152439227439233,-0.007639278046999642,-0.13999999999999999,-0.07611488577260728,Standards score,"The pair is a partial match because the SHAP contributions are mixed: some signals pull the score up while others hold it near the baseline. Baseline=0.669; Structured SHAP=+0.072, Semantic SHAP=-0.008, Standards SHAP=-0.140; Final=0.593.","{'rfp_id': 'RFP_0002', 'sku_id': 'SKU_277', 'category': 'partially matching', 'is_ground_truth': False, 'top_ranked': True, 'final_score': 0.5930261115233104, 'baseline_score': 0.6691409972959177, 'score_gap': -0.07611488577260728, 'structured_score': 0.8333333333333334, 'semantic_score': 0.5878648161888123, 'standards_score': 0.0, 'shap_structured': 0.07152439227439233, 'shap_semantic': -0.007639278046999642, 'shap_standards': -0.13999999999999999, 'dominant_feature': 'Standards score', 'dominant_direction': 'negative', 'feature_contributions': {'Structured score': 0.07152439227439233, 'Semantic score': -0.007639278046999642, 'Standards score': -0.13999999999999999}, 'evidence': ['Exact field matches: voltage_rating, conductor_material, insulation_type, sheath_type, temperature_rating, fire_resistance', 'Exact field mismatches: armouring', 'Numeric agreements: size_sqmm', 'Numeric disagreements: core_count', 'Standards overlap: no', 'SHAP attributes -0.140 to Standards score, relative to a baseline score of 0.669.', 'Structured=0.833, Semantic=0.588, Standards=0.000, Final=0.593.']}",partially matching
RFP_0003,SKU_270,1.1kV PVC Copper 1C 150sqmm Armoured Power Cable,16C Copper Control Cable,,matching,False,True,0.7668242375055949,0.8333333333333334,0.5005252361297607,1.0,0.6691409972959177,0.07152439227439233,-0.033841152064715094,0.06000000000000001,0.09768324020967722,Structured score,"The pair is a strong match because the SHAP attribution stays above the baseline and the positive contributions reinforce the final score. Baseline=0.669; Structured SHAP=+0.072, Semantic SHAP=-0.034, Standards SHAP=+0.060; Final=0.767.","{'rfp_id': 'RFP_0003', 'sku_id': 'SKU_270', 'category': 'matching', 'is_ground_truth': False, 'top_ranked': True, 'final_score': 0.7668242375055949, 'baseline_score': 0.6691409972959177, 'score_gap': 0.09768324020967722, 'structured_score': 0.8333333333333334, 'semantic_score': 0.5005252361297607, 'standards_score': 1.0, 'shap_structured': 0.07152439227439233, 'shap_semantic': -0.033841152064715094, 'shap_standards': 0.06000000000000001, 'dominant_feature': 'Structured score', 'dominant_direction': 'positive', 'feature_contributions': {'Structured score': 0.07152439227439233, 'Semantic score': -0.033841152064715094, 'Standards score': 0.06000000000000001}, 'evidence': ['Exact field matches: voltage_rating, conductor_material, insulation_type, sheath_type, temperature_rating, fire_resistance, armouring', 'Numeric disagreements: core_count, size_sqmm', 'Standards overlap: yes', 'SHAP attributes +0.072 to Structured score, relative to a baseline score of 0.669.', 'Structured=0.833, Semantic=0.501, Standards=1.000, Final=0.767.']}",matching
RFP_0004,SKU_125,FRLS 3.3kV EPR Copper 1C 50sqmm Armoured Power Cable,FRLS 66kV XLPE Cable,,matching,False,True,0.7467240989208221,0.7,0.6557469964027405,1.0,0.6691409972959177,0.004857725607725627,0.012725376017178824,0.06000000000000001,0.07758310162490445,Standards score,"The pair is a strong match because the SHAP attribution stays above the baseline and the positive contributions reinforce the final score. Baseline=0.669; Structured SHAP=+0.005, Semantic SHAP=+0.013, Standards SHAP=+0.060; Final=0.747.","{'rfp_id': 'RFP_0004', 'sku_id': 'SKU_125', 'category': 'matching', 'is_ground_truth': False, 'top_ranked': True, 'final_score': 0.7467240989208221, 'baseline_score': 0.6691409972959177, 'score_gap': 0.07758310162490445, 'structured_score': 0.7, 'semantic_score': 0.6557469964027405, 'standards_score': 1.0, 'shap_structured': 0.004857725607725627, 'shap_semantic': 0.012725376017178824, 'shap_standards': 0.06000000000000001, 'dominant_feature': 'Standards score', 'dominant_direction': 'positive', 'feature_contributions': {'Structured score': 0.004857725607725627, 'Semantic score': 0.012725376017178824, 'Standards score': 0.06000000000000001}, 'evidence': ['Exact field matches: conductor_material, sheath_type, temperature_rating, fire_resistance, armouring', 'Exact field mismatches: voltage_rating, insulation_type', 'Numeric agreements: core_count', 'Numeric disagreements: size_sqmm', 'Standards overlap: yes', 'SHAP attributes +0.060 to Standards score, relative to a baseline score of 0.669.', 'Structured=0.700, Semantic=0.656, Standards=1.000, Final=0.747.']}",matching
RFP_0005,SKU_206,LSZH 500V PVC Copper 5C 2.5sqmm Armoured Control Cable,6C Instrumentation Cable (2.5sqmm 500V),,partially matching,False,True,0.6997900982697804,0.6666666666666666,0.5548558831214905,1.0,0.6691409972959177,-0.011808941058941036,-0.017541957967196174,0.06000000000000001,0.030649100973862753,Standards score,"The pair is a partial match because the SHAP contributions are mixed: some signals pull the score up while others hold it near the baseline. Baseline=0.669; Structured SHAP=-0.012, Semantic SHAP=-0.018, Standards SHAP=+0.060; Final=0.700.","{'rfp_id': 'RFP_0005', 'sku_id': 'SKU_206', 'category': 'partially matching', 'is_ground_truth': False, 'top_ranked': True, 'final_score': 0.6997900982697804, 'baseline_score': 0.6691409972959177, 'score_gap': 0.030649100973862753, 'structured_score': 0.6666666666666666, 'semantic_score': 0.5548558831214905, 'standards_score': 1.0, 'shap_structured': -0.011808941058941036, 'shap_semantic': -0.017541957967196174, 'shap_standards': 0.06000000000000001, 'dominant_feature': 'Standards score', 'dominant_direction': 'positive', 'feature_contributions': {'Structured score': -0.011808941058941036, 'Semantic score': -0.017541957967196174, 'Standards score': 0.06000000000000001}, 'evidence': ['Exact field matches: voltage_rating, conductor_material, insulation_type, temperature_rating, armouring', 'Exact field mismatches: sheath_type, fire_resistance', 'Numeric agreements: size_sqmm', 'Numeric disagreements: core_count', 'Standards overlap: yes', 'SHAP attributes +0.060 to Standards score, relative to a baseline score of 0.669.', 'Structured=0.667, Semantic=0.555, Standards=1.000, Final=0.700.']}",partially matching
RFP_0006,SKU_111,ZH 132kV XLPE Aluminium 1C 800sqmm Armoured Power Cable,132kV Single Core XLPE,,partially matching,False,True,0.7130126682194797,0.8181818181818182,0.34640586376190186,1.0,0.6691409972959177,0.06394863469863477,-0.08007696377507276,0.06000000000000001,0.043871670923562034,Semantic score,"The pair is a partial match because the SHAP contributions are mixed: some signals pull the score up while others hold it near the baseline. Baseline=0.669; Structured SHAP=+0.064, Semantic SHAP=-0.080, Standards SHAP=+0.060; Final=0.713.","{'rfp_id': 'RFP_0006', 'sku_id': 'SKU_111', 'category': 'partially matching', 'is_ground_truth': False, 'top_ranked': True, 'final_score': 0.7130126682194797, 'baseline_score': 0.6691409972959177, 'score_gap': 0.043871670923562034, 'structured_score': 0.8181818181818182, 'semantic_score': 0.34640586376190186, 'standards_score': 1.0, 'shap_structured': 0.06394863469863477, 'shap_semantic': -0.08007696377507276, 'shap_standards': 0.06000000000000001, 'dominant_feature': 'Semantic score', 'dominant_direction': 'negative', 'feature_contributions': {'Structured score': 0.06394863469863477, 'Semantic score': -0.08007696377507276, 'Standards score': 0.06000000000000001}, 'evidence': ['Exact field matches: voltage_rating, insulation_type, sheath_type, temperature_rating, armouring', 'Exact field mismatches: conductor_material, fire_resistance', 'Numeric agreements: core_count, size_sqmm', 'Standards overlap: yes', 'SHAP attributes -0.080 to Semantic score, relative to a baseline score of 0.669.', 'Structured=0.818, Semantic=0.346, Standards=1.000, Final=0.713.']}",partially matching
RFP_0007,SKU_246,1.1kV PVC Copper 5C 2.5sqmm Armoured Control Cable,2C Flexible Copper Cable (4sqmm 1.1kV),,partially matching,False,True,0.655409946044286,0.9166666666666666,0.6569220423698425,0.0,0.6691409972959177,0.11319105894105896,0.013077889807309439,-0.13999999999999999,-0.013731051251631654,Standards score,"The pair is a partial match because the SHAP contributions are mixed: some signals pull the score up while others hold it near the baseline. Baseline=0.669; Structured SHAP=+0.113, Semantic SHAP=+0.013, Standards SHAP=-0.140; Final=0.655.","{'rfp_id': 'RFP_0007', 'sku_id': 'SKU_246', 'category': 'partially matching', 'is_ground_truth': False, 'top_ranked': True, 'final_score': 0.655409946044286, 'baseline_score': 0.6691409972959177, 'score_gap': -0.013731051251631654, 'structured_score': 0.9166666666666666, 'semantic_score': 0.6569220423698425, 'standards_score': 0.0, 'shap_structured': 0.11319105894105896, 'shap_semantic': 0.013077889807309439, 'shap_standards': -0.13999999999999999, 'dominant_feature': 'Standards score', 'dominant_direction': 'negative', 'feature_contributions': {'Structured score': 0.11319105894105896, 'Semantic score': 0.013077889807309439, 'Standards score': -0.13999999999999999}, 'evidence': ['Exact field matches: voltage_rating, conductor_material, insulation_type, sheath_type, temperature_rating, fire_resistance, armouring', 'Numeric agreements: size_sqmm', 'Numeric disagreements: core_count', 'Standards overlap: no', 'SHAP attributes -0.140 to Standards score, relative to a baseline score of 0.669.', 'Structured=0.917, Semantic=0.657, Standards=0.000, Final=0.655.']}",partially matching
RFP_0008,SKU_257,500V XLPE Copper 5C 2.5sqmm Armoured Control Cable,6C Instrumentation Cable (1.5sqmm 500V),,matching,False,True,0.7321325421333313,0.7,0.607108473777771,1.0,0.6691409972959177,0.004857725607725627,-0.0018661807703120202,0.06000000000000001,0.06299154483741365,Standards score,"The pair is a strong match because the SHAP attribution stays above the baseline and the positive contributions reinforce the final score. Baseline=0.669; Structured SHAP=+0.005, Semantic SHAP=-0.002, Standards SHAP=+0.060; Final=0.732.","{'rfp_id': 'RFP_0008', 'sku_id': 'SKU_257', 'category': 'matching', 'is_ground_truth': False, 'top_ranked': True, 'final_score': 0.7321325421333313, 'baseline_score': 0.6691409972959177, 'score_gap': 0.06299154483741365, 'structured_score': 0.7, 'semantic_score': 0.607108473777771, 'standards_score': 1.0, 'shap_structured': 0.004857725607725627, 'shap_semantic': -0.0018661807703120202, 'shap_standards': 0.06000000000000001, 'dominant_feature': 'Standards score', 'dominant_direction': 'positive', 'feature_contributions': {'Structured score': 0.004857725607725627, 'Semantic score': -0.0018661807703120202, 'Standards score': 0.06000000000000001}, 'evidence': ['Exact field matches: voltage_rating, conductor_material, insulation_type, temperature_rating, armouring', 'Exact field mismatches: sheath_type, fire_resistance', 'Numeric agreements: size_sqmm', 'Numeric disagreements: core_count', 'Standards overlap: yes', 'SHAP attributes +0.060 to Standards score, relative to a baseline score of 0.669.', 'Structured=0.700, Semantic=0.607, Standards=1.000, Final=0.732.']}",matching
RFP_0009,SKU_163,LSZH 300V PVC Copper 12C 1.5sqmm Armoured Instrumentation Cable,12C Instrumentation Cable,,matching,False,True,0.74303297996521,0.8,0.4767765998840332,1.0,0.6691409972959177,0.05485772560772567,-0.04096574293843336,0.06000000000000001,0.07389198266929231,Standards score,"The pair is a strong match because the SHAP attribution stays above the baseline and the positive contributions reinforce the final score. Baseline=0.669; Structured SHAP=+0.055, Semantic SHAP=-0.041, Standards SHAP=+0.060; Final=0.743.","{'rfp_id': 'RFP_0009', 'sku_id': 'SKU_163', 'category': 'matching', 'is_ground_truth': False, 'top_ranked': True, 'final_score': 0.74303297996521, 'baseline_score': 0.6691409972959177, 'score_gap': 0.07389198266929231, 'structured_score': 0.8, 'semantic_score': 0.4767765998840332, 'standards_score': 1.0, 'shap_structured': 0.05485772560772567, 'shap_semantic': -0.04096574293843336, 'shap_standards': 0.06000000000000001, 'dominant_feature': 'Standards score', 'dominant_direction': 'positive', 'feature_contributions': {'Structured score': 0.05485772560772567, 'Semantic score': -0.04096574293843336, 'Standards score': 0.06000000000000001}, 'evidence': ['Exact field matches: conductor_material, insulation_type, sheath_type, temperature_rating, armouring', 'Exact field mismatches: voltage_rating, fire_resistance', 'Numeric agreements: core_count, size_sqmm', 'Standards overlap: yes', 'SHAP attributes +0.060 to Standards score, relative to a baseline score of 0.669.', 'Structured=0.800, Semantic=0.477, Standards=1.000, Final=0.743.']}",matching
RFP_0010,SKU_233,FR 500V PVC Copper 4C 4sqmm Armoured Flexible Cable,3C Flexible Copper Cable (4sqmm 440V),,matching,False,True,0.7924606204032898,0.8,0.6415354013442993,1.0,0.6691409972959177,0.05485772560772567,0.008461897499646475,0.06000000000000001,0.1233196231073721,Standards score,"The pair is a strong match because the SHAP attribution stays above the baseline and the positive contributions reinforce the final score. Baseline=0.669; Structured SHAP=+0.055, Semantic SHAP=+0.008, Standards SHAP=+0.060; Final=0.792.","{'rfp_id': 'RFP_0010', 'sku_id': 'SKU_233', 'category': 'matching', 'is_ground_truth': False, 'top_ranked': True, 'final_score': 0.7924606204032898, 'baseline_score': 0.6691409972959177, 'score_gap': 0.1233196231073721, 'structured_score': 0.8, 'semantic_score': 0.6415354013442993, 'standards_score': 1.0, 'shap_structured': 0.05485772560772567, 'shap_semantic': 0.008461897499646475, 'shap_standards': 0.06000000000000001, 'dominant_feature': 'Standards score', 'dominant_direction': 'positive', 'feature_contributions': {'Structured score': 0.05485772560772567, 'Semantic score': 0.008461897499646475, 'Standards score': 0.06000000000000001}, 'evidence': ['Exact field matches: conductor_material, insulation_type, sheath_type, temperature_rating, fire_resistance, armouring', 'Exact field mismatches: voltage_rating', 'Numeric agreements: size_sqmm', 'Numeric disagreements: core_count', 'Standards overlap: yes', 'SHAP attributes +0.060 to Standards score, relative to a baseline score of 0.669.', 'Structured=0.800, Semantic=0.642, Standards=1.000, Final=0.792.']}",matching
